date,open,high,low,close,volume
2024-09-03,3443.77,3458.74,3408.81,3423.68,2848946522
2024-09-04,3423.68,3492.18,3375.04,3443.26,3950575315
2024-09-05,3443.26,3458.18,3432.15,3447.05,2477794303
2024-09-06,3447.05,3464.92,3439.13,3456.98,4975148993
2024-09-09,3456.98,3531.99,3419.96,3494.57,2335890972
2024-09-10,3494.57,3525.14,3434.41,3464.72,2671776549
2024-09-11,3464.72,3473.37,3442.41,3451.02,5192842204
2024-09-12,3451.02,3497.81,3413.67,3460.36,2795940996
2024-09-13,3460.36,3468.51,3420.42,3428.5,4634906519
2024-09-16,3428.5,3454.68,3406.27,3432.43,3225740557
2024-09-17,3432.43,3455.6,3409.95,3433.12,4122440138
2024-09-18,3433.12,3467.99,3376.71,3411.36,3888456178
2024-09-19,3411.36,3445.99,3394.49,3429.03,5609668612
2024-09-20,3429.03,3470.3,3426.8,3468.04,3214378237
2024-09-23,3468.04,3485.26,3420.72,3437.79,5678565351
2024-09-24,3437.79,3498.15,3403.94,3464.03,2698234724
2024-09-25,3464.03,3494.84,3434.28,3465.07,5346821002
2024-09-26,3465.07,3468.32,3447.69,3450.93,5245212196
2024-09-27,3450.93,3482.47,3437.28,3468.75,4947220589
2024-09-30,3468.75,3513.47,3414.44,3459.04,2730455161
2024-10-01,3459.04,3478.26,3363.97,3382.77,2999336824
2024-10-02,3382.77,3388.46,3348.23,3353.88,2296012686
2024-10-03,3353.88,3400.18,3346.07,3392.29,3048801065
2024-10-04,3392.29,3426.86,3391.61,3426.17,2301475163
2024-10-07,3426.17,3503.45,3409.62,3486.61,4539858463
2024-10-08,3486.61,3503.55,3475.61,3492.53,3232765830
2024-10-09,3492.53,3548.06,3464.17,3519.48,2699653690
2024-10-10,3519.48,3541.63,3487.86,3509.94,2218904313
2024-10-11,3509.94,3542.5,3502.21,3534.71,5205867157
2024-10-14,3534.71,3545.03,3471.29,3481.45,4099977421
2024-10-15,3481.45,3515.62,3470.38,3504.47,3284144300
2024-10-16,3504.47,3547.01,3497.99,3540.46,5058036791
2024-10-17,3540.46,3543.2,3522.25,3524.98,5458528788
2024-10-18,3524.98,3527.18,3518.57,3520.77,4055352628
2024-10-21,3520.77,3534.57,3509.02,3522.82,3745260015
2024-10-22,3522.82,3533.17,3493.95,3504.25,3699643342
2024-10-23,3504.25,3511.89,3490.08,3497.7,5708756167
2024-10-24,3497.7,3548.39,3487.12,3537.69,4026379707
2024-10-25,3537.69,3585.6,3535.71,3583.59,3605633437
2024-10-28,3583.59,3589.29,3529.02,3534.64,5731741921
2024-10-29,3534.64,3539.39,3530.8,3535.55,5038672058
2024-10-30,3535.55,3564.09,3476.1,3504.38,4461725064
2024-10-31,3504.38,3547.17,3470.42,3513.12,3397066990
2024-11-01,3513.12,3564.0,3505.84,3556.63,5128631916
2024-11-04,3556.63,3619.05,3523.57,3585.73,3872642439
2024-11-05,3585.73,3614.36,3541.24,3569.75,5121391654
2024-11-06,3569.75,3642.34,3555.44,3627.8,3847646478
2024-11-07,3627.8,3634.07,3619.69,3625.96,2918091401
2024-11-08,3625.96,3722.01,3612.78,3708.53,4055380921
2024-11-11,3708.53,3757.87,3706.63,3755.95,3111929554
2024-11-12,3755.95,3772.26,3741.27,3757.58,3485107033
2024-11-13,3757.58,3817.73,3713.24,3773.21,3394928870
2024-11-14,3773.21,3815.38,3757.92,3799.99,5402151461
2024-11-15,3799.99,3848.31,3749.44,3797.74,3591921165
2024-11-18,3797.74,3847.18,3793.35,3842.74,3991084212
2024-11-19,3842.74,3898.16,3829.97,3885.24,5084133114
2024-11-20,3885.24,3894.6,3874.8,3884.15,4368831875
2024-11-21,3884.15,3933.18,3857.85,3906.73,3356361141
2024-11-22,3906.73,3975.08,3890.11,3958.24,3303385081
2024-11-25,3958.24,3973.28,3911.17,3926.09,4683153310
2024-11-26,3926.09,3931.65,3914.83,3920.39,5332133830
2024-11-27,3920.39,3987.1,3772.7,3838.01,3188399296
2024-11-28,3838.01,3938.91,3831.01,3931.73,2470148193
2024-11-29,3931.73,3948.78,3891.7,3908.65,5083945512
2024-12-02,3908.65,3960.99,3816.57,3868.37,2714006086
2024-12-03,3868.37,3893.69,3791.93,3816.91,2325276276
2024-12-04,3816.91,3895.07,3800.61,3878.51,3518782503
2024-12-05,3878.51,3898.73,3822.43,3842.46,4378341383
2024-12-06,3842.46,3893.19,3753.03,3803.23,3539248162
2024-12-09,3803.23,3838.2,3773.52,3808.45,4106055573
2024-12-10,3808.45,3828.23,3745.82,3765.38,3098601951
2024-12-11,3765.38,3837.38,3741.27,3812.98,3996558256
2024-12-12,3812.98,3832.13,3758.01,3776.98,3142396035
2024-12-13,3776.98,3801.57,3750.88,3775.46,5786914403
2024-12-16,3775.46,3824.68,3708.95,3757.95,3968320702
2024-12-17,3757.95,3843.04,3727.2,3811.86,3827353666
2024-12-18,3811.86,3861.16,3797.1,3846.27,2516046667
2024-12-19,3846.27,3886.85,3776.32,3816.59,3350515979
2024-12-20,3816.59,3823.46,3802.84,3809.7,4151816900
2024-12-23,3809.7,3897.15,3781.54,3868.55,4762512774
2024-12-24,3868.55,3933.97,3853.97,3919.19,5057306981
2024-12-25,3919.19,3919.85,3899.81,3900.46,2923529336
2024-12-26,3900.46,3978.01,3868.77,3945.95,2294622496
2024-12-27,3945.95,3953.52,3903.94,3911.44,5093182214
